"","blog.txt","news.txt","twitter.txt"
"that says",17,1,23
"that school",5,2,4
"that school is",1,2,2
"that seem",15,1,3
"that sense",6,2,2
"that sense of",4,1,1
"that sent",3,2,1
"that serve",2,1,2
"that serve the",1,1,1
"that serves",4,1,1
"that set",6,4,6
"that set up",1,1,1
"that several",5,1,3
"that shall",1,1,2
"that shaped",2,1,1
"that she",262,19,29
"that she's",25,2,9
"that she could",6,2,1
"that she has",21,1,2
"that she is",26,1,5
"that she was",31,3,1
"that shot",1,2,7
"that should",37,7,24
"that should be",20,1,10
"that show",8,1,44
"that showed",3,2,1
"that simple",9,2,7
"that since",22,1,2
"that smells",3,1,1
"that so",37,1,18
"that so called",1,1,1
"that some",75,6,19
"that some of",18,2,3
"that somebody",3,2,3
"that someday",1,1,2
"that someone",31,2,21
"that someone is",1,1,2
"that something",29,2,6
"that sometimes",11,1,8
"that sometimes the",2,1,1
"that sort",16,1,5
"that sort of",15,1,5
"that sounded",4,1,6
"that space",5,1,1
"that special",3,1,6
"that st",3,1,1
"that stands",6,2,2
"that start",4,1,2
"that start with",1,1,2
"that started",9,1,6
"that starts",2,1,1
"that state",4,1,4
"that step",5,2,1
"that still",16,3,7
"that stopped",1,1,1
"that straight",1,1,1
"that stretch",2,1,1
"that such",14,2,1
"that summer",9,3,1
"that sunday",1,1,4
"that support",5,1,2
"that supports",2,2,1
"that system",4,2,2
"that takes",17,2,5
"that talking",3,1,1
"that team",1,2,2
"that than",2,1,1
"that that",32,3,16
"that the",1378,199,241
"that the bar",2,1,2
"that the family",2,1,2
"that the first",9,1,5
"that the girl",1,1,2
"that the idea",1,1,1
"that the most",6,1,2
"that the new",5,3,6
"that the next",2,1,1
"that the person",5,1,1
"that the state",2,2,1
"that the two",8,1,2
"that the us",8,3,1
"that the very",4,1,1
"that the world",17,1,3
"that their",54,6,8
"that then",8,1,14
"that there",230,17,40
"that there's",33,4,8
"that there's a",7,3,1
"that there are",73,4,9
"that there is",69,4,19
"that there should",3,1,1
"that there was",28,5,2
"that there will",6,1,1
"that these",62,5,4
"that they",460,41,85
"that they'd",8,1,2
"that they're",20,5,9
"that they are",72,5,14
"that they can",21,1,2
"that they can't",5,1,1
"that they do",5,1,1
"that they have",32,3,6
"that they made",3,1,1
"that they really",2,1,1
"that they should",5,3,2
"that they want",3,1,2
"that they were",38,4,3
"that they will",21,1,4
"that they would",17,1,3
"that things",11,3,5
"that thinks",2,1,3
"that this",290,13,31
"that this is",91,2,11
"that this will",11,1,1
"that those",26,5,7
"that those who",10,2,1
"that though",5,2,5
"that threat",1,1,1
"that time",93,8,40
"that time is",2,1,3
"that time of",5,1,4
"that time when",2,1,1
"that to",71,4,47
"that to the",6,3,2
"that today's",4,1,2
"that told",4,1,2
"that too",22,3,49
"that took",23,1,10
"that took the",3,1,1
"that true",1,2,8
"that turn",4,1,2
"that turned",7,2,2
"that turns",4,1,4
"that two",10,1,3
"that unless",4,1,1
"that up",7,1,23
"that us",5,2,1
"that use",2,1,2
"that usually",6,1,1
"that very",25,1,7
"that vote",1,1,1
"that walk",1,1,1
"that wall",5,1,1
"that want",3,1,7
"that was",424,51,388
"that was a",22,7,62
"that was as",1,1,1
"that was at",2,2,1
"that was just",9,2,7
"that was not",13,1,2
"that was on",3,1,3
"that was really",1,1,4
"that was supposed",4,1,4
"that was the",34,4,26
"that was very",4,1,3
"that wasn't",22,1,16
"that way",94,13,76
"that way at",1,1,1
"that way but",5,1,1
"that way i",10,2,2
"that we",564,42,119
"that we're",25,7,14
"that we're going",1,1,1
"that we've",15,1,7
"that we've been",4,1,2
"that we are",73,5,12
"that we can",31,5,12
"that we can't",3,1,2
"that we do",8,2,3
"that we don't",13,1,3
"that we have",51,4,10
"that we need",14,2,2
"that we should",13,3,6
"that we still",1,1,2
"that we were",23,1,1
"that we will",15,1,5
"that we would",21,2,1
"that well",9,1,6
"that went",24,1,4
"that were",122,8,19
"that were never",2,1,1
"that what",47,4,28
"that what the",3,1,1
"that when",79,9,34
"that when they",2,1,2
"that when you",12,1,5
"that while",23,7,2
"that whole",4,1,8
"that will",174,39,107
"that will allow",1,1,1
"that will be",22,8,21
"that will change",4,1,5
"that will come",4,1,1
"that will happen",3,3,4
"that will help",8,2,2
"that will make",8,1,1
"that will protect",2,1,1
"that wine",2,1,2
"that with",27,8,21
"that with the",1,4,1
"that without",9,2,2
"that women",11,1,2
"that won't",3,1,11
"that wonderful",3,1,2
"that wood",1,1,2
"that work",13,1,15
"that worked",7,2,2
"that works",10,4,21
"that works for",2,1,3
"that works out",1,1,1
"that would",206,37,157
"that would be",66,7,98
"that would give",1,1,2
"that would have",20,3,3
"that would make",7,1,11
"that year",22,8,6
"that year's",1,1,1
"that yes",7,1,5
"that you",542,15,386
"that you'll",15,1,11
"that you're",31,2,46
"that you're going",4,1,2
"that you've",17,1,12
"that you are",54,1,43
"that you can",67,2,30
"that you could",19,1,5
"that you don't",20,1,13
"that you guys",2,1,3
"that you have",53,1,29
"that you should",8,2,4
"that you won't",2,1,1
"that young",8,1,2
"that your",55,6,46
"the 10",12,12,18
"the 100",11,3,9
"the 1000",3,1,2
"the 10k",1,1,1
"the 10th",2,2,10
"the 11",7,2,3
"the 11th",6,1,4
"the 12",6,2,4
"the 13",3,3,2
"the 13th",7,1,26
"the 14th",7,1,5
"the 15",7,3,5
"the 15th",4,2,7
"the 16th",8,1,3
"the 17",2,1,7
"the 17th",7,3,4
"the 18th",5,1,4
"the 1930s",7,2,2
"the 1950s",8,7,1
"the 1970s",10,4,4
"the 1980s",7,5,2
"the 1990s",4,5,1
"the 1992",1,1,1
"the 19th",12,1,11
"the 1st",11,1,74
"the 20",10,7,11
"the 20 season",5,1,1
"the 200",5,4,2
"the 2004",2,1,1
"the 2007",4,1,1
"the 2008",11,4,2
"the 2009",9,7,2
"the 2010",17,9,10
"the 2011",16,9,10
"the 2011 season",2,2,2
"the 2012",17,9,44
"the 2013",2,3,4
"the 20th",26,1,2
"the 21",4,1,1
"the 21st",10,2,11
"the 21st century",6,1,6
"the 22",3,4,2
"the 25",2,1,6
"the 25th",3,1,4
"the 26",4,1,1
"the 27",1,2,1
"the 27th",1,2,4
"the 28th",4,1,6
"the 29th",3,1,2
"the 30",9,3,6
"the 300",2,2,2
"the 36",1,1,1
"the 3rd",11,3,26
"the 40",6,3,1
"the 400",5,6,1
"the 49ers",4,1,1
"the 500",1,2,6
"the 5000",1,2,1
"the 5th",1,1,16
"the 60s",3,1,3
"the 66",1,2,2
"the 6th",6,1,7
"the 700",1,2,1
"the 70s",7,1,5
"the 79th",1,1,1
"the 7th",9,2,10
"the 800",2,3,2
"the 8th",6,1,8
"the 9th",3,3,10
"the a",9,1,15
"the aa",3,1,1
"the abandoned",2,2,2
"the ability",62,10,19
"the ability of",6,1,1
"the ability to",54,8,18
"the above",77,1,3
"the absence",12,3,6
"the absence of",11,3,5
"the absurdity",2,2,1
"the absurdity of",1,2,1
"the academic",9,2,1
"the academy",7,3,6
"the account",3,1,8
"the acoustics",1,1,1
"the acquisition",3,1,2
"the acquisition of",2,1,2
"the act",24,1,11
"the action",23,9,8
"the actor",5,1,2
"the actors",9,1,5
"the actress",1,1,3
"the actual",53,3,11
"the ad",12,5,1
"the addition",17,3,1
"the addition of",16,3,1
"the address",12,1,6
"the address of",1,1,1
"the ads",1,1,6
"the adult",11,2,3
"the advanced",2,1,3
"the advantage",5,2,1
"the advent",12,3,1
"the advent of",9,3,1
"the advisory",4,1,2
"the affected",1,1,1
"the african",14,3,3
"the after",10,1,5
"the afterlife",1,1,1
"the afternoon",36,9,10
"the age",68,3,21
"the age of",53,1,15
"the agency",15,23,2
"the agent",11,2,1
"the ages",17,3,6
"the aide",1,2,1
"the air",91,19,56
"the air force",3,1,1
"the air just",1,1,1
"the air to",2,1,1
"the aircraft",3,3,2
"the airline",3,3,1
"the airport",32,5,48
"the aisle",14,1,1
"the al",5,2,5
"the alabama",1,2,2
"the alarm",9,2,3
"the album",36,1,17
"the all",18,7,23
"the allegations",5,1,1
"the alleged",11,4,1
"the alley",1,1,2
"the alliance",2,3,5
"the allies",1,1,1
"the almost",6,1,1
"the alone",5,1,1
"the alpha",3,1,2
"the alphabet",5,1,3
"the altar",7,2,1
"the alternative",7,1,5
"the am",3,1,35
"the amazing",26,1,31
"the amazon",18,1,1
"the amendment",1,1,1
"the american",81,29,37
"the american dream",2,2,5
"the american people",7,1,6
"the american way",3,2,3
"the americans",8,4,1
"the amount",62,19,23
"the amount of",44,14,21
"the angels",9,3,10
"the anger",10,1,2
"the animal",14,2,3
"the animals",26,3,8
"the anniversary",5,2,4
"the anniversary of",4,2,3
"the announcement",10,1,2
"the announcement of",3,1,2
"the annual",15,8,6
"the answer",74,7,48
"the answer is",28,2,11
"the answers",16,3,6
"the anthology",2,1,1
"the anti",15,4,8
"the anticipation",2,1,4
"the anxiety",6,1,2
"the ap",1,4,1
"the apartment",12,2,12
"the apollo",1,2,4
"the app",8,2,22
"the appearance",20,1,1
"the apple",23,1,11
"the application",18,2,4
"the apps",2,2,1
"the arab",10,1,2
"the arc",1,2,4
"the architect",1,1,2
"the arctic",7,1,1
"the area",69,23,29
"the area of",7,4,2
"the area to",2,1,2
"the area who",1,1,1
"the arena",11,8,5
"the argument",7,2,4
"the arguments",4,1,1
"the arizona",3,7,2
"the arm",6,2,2
"the army",26,10,7
"the aroma",5,1,1
"the art",60,12,36
"the art of",21,2,16
"the art world",3,1,1
"the article",45,1,33
"the artist's",6,1,1
"the artists",6,2,6
"the arts",12,4,24
"the artwork",5,2,1
"the asian",7,3,7
"the asparagus",2,3,2
"the assistant",3,3,4
"the associated",6,11,1
"the associated press",4,11,1
"the association",5,4,3
"the association of",3,3,2
"the assumption",7,2,2
"the athletes",5,1,1
"the atlanta",1,3,7
"the atlantic",14,3,3
"the atmosphere",21,2,7
"the attack",15,4,1
"the attention",24,6,6
"the attention of",13,5,2
"the attic",9,2,6
"the attitude",10,3,1
"the attitude era",1,1,1
"the attorney",9,3,1
"the auction",1,1,3
"the audience",56,12,23
"the austin",2,1,4
"the australian",5,1,1
"the author",71,4,10
"the author of",12,1,2
"the author was",1,1,1
"the authors",15,3,3
"the auto",4,1,2
"the automatic",2,1,1
"the auxiliary",1,1,1
"the availability",2,1,1
"the availability of",2,1,1
"the avatar",1,1,2
"the average",28,10,16
"the average person",1,1,4
"the awakening",2,1,1
"the award",24,5,9
"the award for",1,1,3
"the awards",6,1,5
"the b",4,1,7
"the baby",44,1,24
"the bachelor",2,2,1
"the back",195,23,55
"the back door",3,2,1
"the back end",2,2,1
"the back of",75,9,18
"the back porch",1,1,1
"the back seat",4,2,2
"the back side",2,1,1
"the back yard",4,1,3
"the backbone",5,2,1
"the background",57,3,19
"the backyard",7,2,4
"the bacon",9,1,10
"the bad",49,3,30
"the bad news",4,2,3
"the bag",30,2,6
"the bags",2,1,1
"the baking",18,2,2
"the balance",10,3,3
"the balance of",3,1,2
"the ball",45,40,53
"the ball and",5,1,2
"the ball in",3,1,4
"the ballet",3,2,2
"the ballot",8,8,2
"the ballot in",1,1,1
"the ballroom",2,1,1
"the baltimore",6,7,6
"the baltimore sun",1,2,1
"the ban",7,1,2
"the band",73,9,51
"the band's",12,3,1
"the bank",21,13,5
"the banks",12,4,1
"the bar",63,9,50
"the bar and",4,1,3
"the bar is",3,1,5
"the barrel",3,3,4
"the base",37,7,2
"the base of",15,1,1
"the baseball",5,2,7
"the basement",22,3,11
"the basement of",2,1,2
"the bases",5,3,6
"the bases loaded",1,2,2
"the basics",10,1,3
"the basics of",5,1,2
"the basket",7,1,4
"the bat",6,1,5
"the bathroom",48,1,27
"the batteries",4,1,2
"the battle",36,4,8
"the battle of",10,2,6
"the bay",12,12,23
"the bay area",4,7,8
"the beach",60,3,68
"the beach for",1,2,2
"the beach it",1,1,1
"the bear",6,2,3
"the bear was",1,1,1
"the bears",4,3,10
"the beating",3,1,1
"the beatles",7,1,7
"the beautiful",36,1,30
"the bed",38,5,19
"the bed and",3,1,1
"the bed of",1,1,1
"the bee",1,4,1
"the beef",5,2,6
"the beer",54,1,10
"the beginning",113,9,51
"the beginning i",2,1,4
"the beginning of",66,5,26
"the beginning to",2,1,1
"the behind",2,1,1
"the behind the",1,1,1
"the bell",11,1,3
"the belly",10,1,4
"the beltway",1,1,1
"the bench",10,6,13
"the benefit",23,4,4
"the benefit of",20,3,1
"the benefits",28,3,5
"the benefits of",16,2,3
"the berry",2,1,1
"the best",588,81,935
"the best deals",2,1,2
"the best decision",3,1,1
"the best films",1,2,1
"the best for",4,1,16
"the best gift",3,1,2
"the best i",16,1,13
"the best i've",2,1,1
"the best in",12,4,22
"the best is",3,1,7
"the best job",2,2,1
"the best of",36,7,39
"the best out",3,1,5
"the best part",27,2,16
"the best players",1,1,3
"the best record",1,1,1
"the best that",3,1,1
"the best thing",21,1,22
"the best to",1,1,3
"the best way",29,6,28
"the best ways",1,1,3
"the best we",3,1,1
"the better",64,5,36
"the better part",13,1,3
"the bible",74,1,16
"the big",160,26,128
"the big city",3,1,2
"the big picture",1,1,1
"the big screen",6,1,10
"the big ten",1,1,3
"the bigger",19,2,13
"the biggest",79,32,48
"the bike",23,1,10
"the bill",33,29,10
"the bills",16,2,12
"the biological",2,1,1
"the birds",30,2,12
"the birthday",10,3,17
"the birthday boy",1,1,1
"the birthday of",2,1,1
"the birthplace",1,4,1
"the birthplace of",1,4,1
"the bishop",7,1,1
"the bitterness",10,1,1
"the black",71,7,40
"the black and",6,2,1
"the black keys",2,1,3
"the blackberry",1,1,2
"the blackhawks",1,1,1
"the blame",6,1,5
"the blame on",1,1,1
"the bland",1,1,2
"the blazers",1,10,4
"the blend",1,1,1
"the blind",10,1,6
"the block",16,1,12
"the blog",89,1,17
"the blood",45,3,8
"the blow",4,1,1
"the blue",50,5,24
"the blues",5,10,10
"the blunt",2,1,2
"the board",39,20,17
"the board and",4,1,1
"the boardwalk",7,3,1
"the boat",30,4,3
"the bodies",5,3,1
"the body",77,7,32
"the body and",5,1,2
"the body can",1,1,1
"the bomb",5,2,18
"the bone",10,1,2
"the bones",4,1,4
"the book",324,5,64
"the book's",8,1,1
"the book i",16,1,1
"the book is",24,3,3
"the boom",4,1,4
"the booth",5,1,13
"the border",18,10,8
"the borders",8,2,1
"the borders of",2,1,1
"the boss",16,2,14
"the boston",9,3,11
"the boston globe",1,1,1
"the bottle",30,1,10
"the bottles",3,1,2
"the bottom",158,17,41
"the bottom line",3,3,1
"the bottom of",81,8,24
"the bottom up",1,1,3
"the boulder",2,1,1
"the bounty",5,1,2
"the bowl",29,1,5
"the box",50,3,31
"the box and",5,1,1
"the boxes",6,1,1
"the boy",41,2,14
"the boy's",7,2,2
"the boyfriend",6,1,5
"the boys",69,5,48
"the boys in",5,1,1
"the bracket",1,1,5
"the brain",18,4,16
"the brain and",3,1,1
"the brave",3,1,3
"the braves",1,1,7
"the bread",16,1,7
"the break",7,2,15
"the breakfast",4,3,11
"the breeze",8,1,3
"the brewer",1,1,2
"the brewers",3,2,21
"the brewery",12,2,1
"the bridge",29,8,6
"the bright",13,1,15
"the brightness",2,1,1
"the brim",2,1,4
"the brink",3,1,3
"the brink of",2,1,3
"the british",58,6,7
"the broadway",2,2,2
"the bronx",3,2,6
"the brooklyn",19,1,4
"the brother",9,1,9
"the browns",2,15,8
"the bruins",1,1,3
"the bubble",5,1,2
"the buck",2,1,2
"the buddha",2,1,1
"the budget",10,9,6
"the budget deficit",1,1,1
"the bug",3,1,2
"the building",56,15,20
"the buildings",9,1,1
"the bullpen",3,2,6
"the bulls",3,6,20
"the burden",8,1,1
"the burn",1,2,2
"the burning",9,1,2
"the bus",49,4,86
"the bus and",4,1,4
"the bus in",1,1,6
"the bush",18,6,4
"the bush tax",2,1,1
"the busiest",3,1,4
"the business",40,12,25
"the business of",7,1,4
"the butcher's",2,1,1
"the butter",29,3,3
"the buzz",4,1,7
"the cabin",4,1,5
"the cable",6,1,3
"the cake",70,2,7
"the calendar",12,1,7
"the california",10,10,3
"the call",27,5,15
"the caller",1,1,1
"the calls",3,1,4
"the camera",43,2,20
"the cameras",1,6,1
"the campaign",20,7,5
"the campus",4,5,5
"the canadian",13,4,5
"the canal",4,1,1
"the cancer",2,1,1
"the candidates",5,3,1
"the candles",6,1,2
"the candy",16,1,5
"the canyon",5,1,3
"the cap",4,2,3
"the capabilities",1,1,1
"the capacity",5,1,4
"the capacity to",3,1,1
"the cape",7,1,1
"the capital",10,1,2
"the capitol",6,2,6
"the caps",2,2,13
"the captain",6,1,2
"the car",153,12,70
"the car and",18,2,7
"the car the",1,1,1
"the cardinal's",1,1,2
"the cardinals",2,7,4
"the cards",21,1,11
"the care",3,1,4
"the career",2,2,1
"the caribbean",13,2,5
"the cars",9,3,10
"the cart",5,3,1
"the case",131,37,24
"the case of",23,4,2
"the case or",1,1,1
"the cash",10,3,4
"the casino",2,2,2
"the cast",10,2,14
"the cast and",3,1,2
"the casting",4,1,4
"the cat",21,2,19
"the cat's",1,1,2
"the categories",2,1,1
"the cathedral",3,2,1
"the catholic",14,1,4
"the cats",13,1,10
"the cause",25,3,15
"the cause of",13,3,5
"the cdc",3,1,1
"the ceiling",17,3,10
"the ceiling and",3,1,1
"the celebration",2,1,1
"the celebrations",4,1,1
"the celebrity",2,1,2
"the cell",5,2,2
"the cell phone",1,2,1
"the cells",2,2,1
"the center",83,24,20
"the center for",3,2,4
"the center of",46,9,9
"the centers",4,1,1
"the central",24,6,6
"the ceo",2,3,4
"the ceremony",10,2,4
"the chain",8,5,10
"the chains",1,1,2
"the chairman",2,1,1
"the chairman of",2,1,1
"the challenge",65,6,7
"the challenge is",9,1,2
"the challenger",3,1,1
"the challenges",16,2,3
"the chamber",3,3,1
"the champions",5,1,5
"the championship",6,2,11
"the chance",59,2,33
"the chance to",35,2,19
"the chances",11,2,6
"the change",25,7,12
"the change in",5,1,1
"the change of",2,1,1
"the changes",16,4,9
"the changing",3,1,1
"the chaos",14,3,1
"the chapel",3,1,2
"the character",52,5,7
"the character of",13,2,1
"the characters",60,1,5
"the charge",9,1,2
"the charity",5,2,1
"the charles",1,1,2
"the chase",7,1,1
"the cheapest",7,1,1
"the check",2,1,11
"the checkout",1,1,1
"the checks",2,1,1
"the cheek",5,1,2
"the cheers",3,1,1
"the cheese",26,1,9
"the chef",2,2,7
"the chelsea",1,1,2
"the chemistry",2,1,2
"the cherry",6,1,5
"the chest",14,2,6
"the chicago",20,8,21
"the chicago area",1,1,3
"the chicken",48,1,8
"the chief",18,4,2
"the chiefs",1,1,2
"the child",54,12,5
"the child's",7,2,1
"the children",71,8,6
"the children's",15,1,6
"the children's hospital",2,1,2
"the children of",5,1,1
"the children who",1,2,1
"the chill",1,1,1
"the chinese",22,4,4
"the choice",34,3,5
"the choices",9,1,2
"the chorus",4,2,4
"the christmas",22,3,8
"the church",113,16,14
"the church's",4,3,1
"the church is",5,1,1
"the church of",6,1,1
"the cia",11,2,3
"the cigarette",1,2,1
"the cincinnati",2,1,2
"the circle",21,2,4
"the circumstances",10,1,3
"the citizen",1,1,1
"the city",196,83,98
"the city's",12,28,2
"the city and",15,4,4
"the city council",2,3,1
"the city is",4,3,3
"the city it",2,1,1
"the city needs",1,1,1
"the city of",27,5,12
"the city the",8,2,1
"the city this",2,1,1
"the city will",1,3,2
"the city would",1,2,1
"the civil",23,4,1
"the civil war",7,1,1
"the class",39,5,15
"the class of",1,1,2
"the classic",26,3,10
"the classics",7,1,1
"the classroom",18,5,15
"the clay",2,1,1
"the clear",12,1,1
"the cleveland",1,16,9
"the client",4,1,5
"the climate",5,2,1
"the clinic",5,3,2
"the clinton",2,2,2
"the clip",4,1,2
"the clock",24,3,18
"the closed",4,1,2
"the closer",7,2,2
"the closest",15,3,4
"the closing",10,3,5
"the clothes",9,1,2
"the clothing",2,1,3
"the club",18,10,25
"the club's",2,4,1
"the club and",2,1,1
"the clubhouse",1,1,1
"the co",4,2,4
"the coach",6,3,2
"the coachella",1,1,1
"the coaches",3,4,5
"the coast guard",2,1,1
"the coast",27,5,2
"the cob",3,2,2
"the cob and",1,1,1
"the cocktail",2,1,1
"the coconut",2,1,1
"the cold",32,3,18
"the coliseum",1,3,1
"the collection",11,6,4
"the college",18,10,7
"the color",46,6,27
"the color is",1,1,3
"the color of",6,3,5
"the colorado",2,3,2
"the colors",27,1,4
"the colors of",3,1,1
"the colts",2,1,5
"the columbia",2,5,1
"the columbus",2,2,1
"the combination",12,1,3
"the comedy",1,1,2
"the comic",6,1,1
"the coming",42,8,14
"the coming days",7,2,1
"the coming weeks",6,3,4
"the coming year",2,1,1
"the comments",37,2,19
"the comments section",6,1,3
"the commercial",13,2,5
"the commercials",2,1,6
"the commission",14,6,1
"the committee",16,11,1
"the common",25,4,9
"the communication",5,1,1
"the communities",4,1,3
"the community",59,18,32
"the company",87,66,15
"the company in",1,2,1
"the company is",3,3,1
"the company that",6,3,1
"the competition",15,7,10
"the competition is",1,1,1
"the competition this",1,1,2
"the complaints",1,1,1
"the computer",29,3,28
"the concept",46,5,8
"the concept of",26,1,5
"the concert",12,3,29
"the concluding",1,1,1
"the conclusion",19,2,4
"the conclusion that",10,2,3
"the condo",1,1,2
"the confederate",7,1,1
"the conference",17,8,24
"the conference is",1,1,1
"the confidence",6,2,3
"the congressional",3,2,1
"the connection",17,2,4
"the conservative",7,5,2
"the constant",19,3,2
"the constitution",28,9,5
"the constitution and",3,1,1
"the constitutional",6,2,1
"the construction",12,11,5
"the construction of",6,3,2
"the consumer",9,1,5
"the contemporary",5,1,1
"the contest",13,3,11
"the contestants",2,1,1
"the context",20,1,4
"the continent",3,1,3
"the continued",9,2,4
"the contract",8,5,1
"the contrary",8,2,1
"the contrast",7,1,1
"the control",9,1,1
"the convenience",2,1,3
"the convenience of",1,1,3
"the conversation",34,2,20
"the conversations",3,1,3
"the conviction",7,2,2
"the cook",1,2,1
"the cooking",11,3,3
"the cool",20,1,11
"the cooling",1,2,1
"the cops",9,1,8
"the core",22,4,8
"the core of",8,1,5
"the corn",9,1,2
"the corner",73,7,48
"the corner of",24,3,8
"the corners",11,1,2
"the correlation",1,1,1
"the cost",51,13,7
"the cost of",27,11,6
"the costs",9,3,2
"the cotton",2,1,1
"the couch",29,2,26
"the couch to",1,1,2
"the council",15,17,2
"the council's",3,1,1
"the count",10,1,4
"the counter",26,3,3
"the countries",2,1,1
"the country",157,42,41
"the country and",12,1,1
"the country but",2,1,2
"the country to",7,2,2
"the country today",2,1,1
"the county",10,30,3
"the couple",15,11,1
"the coupon",1,1,4
"the course",56,17,15
"the course and",4,1,1
"the course of",36,7,6
"the court",34,20,21
"the court of",5,4,1
"the courthouse",3,4,3
"the courtroom",3,3,2
"the courts",10,3,4
"the cover",54,4,21
"the cover of",9,2,5
"the coverage",1,1,1
"the cowboys",2,1,3
"the coyotes",2,1,4
"the craft",23,1,5
"the crash",4,8,2
"the crazy",18,2,14
"the cream",13,6,1
"the created",2,1,1
"the creation",15,2,3
"the creation of",15,2,3
"the creative",19,1,7
"the credit",9,8,9
"the credit for",2,1,2
"the crime",14,1,5
"the crimes",9,2,1
"the crisis",10,2,3
"the cross",36,1,5
"the crowd",48,13,17
"the crowded",1,1,1
"the crown",16,1,4
"the crown of",4,1,1
"the cruise",3,1,2
"the crunch",3,1,1
"the cuban",2,1,1
"the cubs",1,2,10
"the cultural",15,3,1
"the culture",15,1,7
"the curb",6,2,3
"the current",88,19,14
"the curse",6,1,3
"the customer",14,7,4
"the cut",13,3,10
"the cuts",7,3,3
"the cutting",2,1,2
"the cutting edge",1,1,2
"the cuyahoga",1,3,1
"the d",1,1,7
"the daily",23,3,14
"the dalai",2,2,2
"the dalai lama",2,1,2
"the dallas",3,2,8
"the damage",17,3,2
"the dance",12,2,17
"the dance floor",2,1,6
"the dancers",1,1,2
"the dangers",14,1,2
"the dangers of",8,1,1
"the dark",73,1,44
"the darkness",26,1,3
"the dart",1,1,1
"the dashboard",3,1,2
"the data",27,6,11
"the database",4,3,3
"the date",26,1,28
"the dawn",6,1,2
"the day",411,37,469
"the day after",15,3,6
"the day and",22,1,6
"the day at",2,3,2
"the day before",12,1,5
"the day but",5,1,2
"the day everything",1,1,1
"the day he",5,1,3
"the day i",35,1,19
"the day it",5,2,4
"the day of",19,4,11
"the day off",7,2,16
"the day the",9,1,11
"the day to",14,1,9
"the days",55,4,43
"the days of",14,1,13
"the days that",1,1,1
"the days when",7,1,4
"the dead",43,2,18
"the deadline",10,3,6
"the deal",14,19,18
"the deal with",1,1,4
"the dealer",2,2,3
"the death",50,9,23
"the death of",28,5,15
"the death penalty",3,2,2
"the deaths",6,2,1
"the debate",13,3,15
"the debt",8,6,2
"the debt ceiling",3,1,1
"the decade",4,2,4
"the december",5,1,1
"the decision",49,14,3
"the decision is",2,2,1
"the decision to",13,3,1
"the decisions",6,2,4
"the deck",14,1,5
"the deck of",1,1,1
"the declaration",5,1,1
"the decline",6,2,3
"the decline in",3,1,1
"the deep",25,4,15
"the deepest",9,1,7
"the defense",7,15,5
"the defensive",3,2,1
"the deficit",1,3,1
"the definition",12,1,11
"the definition of",11,1,10
"the delaware",2,1,1
"the delay",2,2,9
"the delays",2,1,1
"the delegation",2,1,1
"the delivery",5,1,2
"the delta",2,2,1
"the dem",1,1,3
"the demand",10,1,3
"the demand for",6,1,2
"the democrat",1,5,1
"the democratic",12,5,6
"the democratic process",2,1,1
"the democrats",3,4,2
"the dentist",4,1,9
"the denver",3,2,9
"the department",21,12,3
"the department of",15,6,1
"the depth",7,1,1
"the derby",3,3,8
"the desert",16,2,3
"the design",32,3,9
"the desk",11,1,6
"the details",58,2,24
"the detroit",1,6,5
"the developer",5,1,3
"the developing",4,1,1
"the developing world",4,1,1
"the development",13,4,1
"the development of",8,3,1
"the device",8,3,3
"the devil",32,1,24
"the devil's",4,1,1
"the devil is",6,1,3
"the diamond",4,1,4
"the dictator",2,1,4
"the diet",3,1,1
"the difference",75,3,59
"the differences",7,2,3
"the difficulties",2,1,3
"the digital",24,3,10
"the diner",1,3,2
"the dining",29,6,1
"the dining room",21,4,1
"the dinner",9,1,3
"the direct",7,1,2
"the direction",20,4,10
"the direction of",13,4,8
"the directions",11,1,3
"the director",32,7,3
"the dirt",7,3,4
"the disabled",2,3,2
"the disaster",3,2,1
"the disc",2,2,1
"the disciples",11,1,2
"the discipline",4,2,1
"the disco",2,2,3
"the discovery",11,2,3
"the discussion",13,4,6
"the disease",11,2,3
"the dish",15,1,7
"the distance",34,3,11
"the distance the",1,1,1
"the district",18,26,4
"the diversity",1,1,3
"the divine",11,3,2
"the division",7,6,5
"the do",5,1,12
"the dock",2,2,1
"the doctor",71,1,15
"the doctor's",15,1,1
"the doctors",19,3,5
"the document",4,2,2
"the documentary",5,1,4
"the documents",7,2,1
"the dodgers",5,2,5
"the dog",45,4,39
"the dog and",6,1,1
"the dogs",18,3,7
"the dogs are",3,1,1
"the dollar",19,1,3
"the dolphins",3,1,7
"the donation",3,1,2
"the donor",1,1,1
"the door",123,13,81
"the door and",18,1,5
"the door for",4,1,7
"the door to",11,2,6
"the doorbell",2,1,1
"the doors",23,2,13
"the double",11,3,10
"the dough",64,2,2
"the dow",1,5,3
"the downtown",4,2,5
"the dr",4,1,8
"the draft",11,7,18
"the drag",4,1,1
"the drama",16,2,8
"the dramatic",1,2,1
"the draw",7,2,3
"the drawing",12,1,8
"the dress",20,1,6
"the dribble",1,1,2
"the drink",2,2,7
"the drive",16,2,18
"the driver",20,14,4
"the driver's",9,4,2
"the drug",9,10,3
"the dry",20,1,4
"the ducks",2,6,1
"the dude",6,1,9
"the dudes",2,1,1
"the duke",8,2,2
"the e",11,4,6
"the eagles",2,7,5
"the ear",8,1,2
